"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","dataset_id","weight_kg","weight_class"
"2019-P","1014",537.694168943469,"Wojciechowski, Laverne","Sydney","Nova Scotia","Canada","The Great Howard Dill Giant Pumpkin Classic",NA,"2416 Haist",0,0,0,"Prizewinner",16,241.962376024561,"light"
"2018-P","373",1224.3260114955,"Muis, Ron","Scarborough","Ontario","Canada","Port Elgin Pumpkinfest (Sunday)","1608 Bryson","self",383.876516338029,1118.36737805834,1.04000193198206,"Spirit",16,550.946705172975,"medium"
"2019-P","185",1386.28324378094,"Morin, Jean-Louis & Annie-Claude","Carleton Place","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off","1620 Johnston/Butler","2003 Haist",395.950332332184,1284.31125397055,9.89908884962449,"Wolf",16,623.827459701423,"medium"
"2016-P","EXH",749.073469914424,"Ferguson, Paul","Springwater","Ontario","Canada","Thunder Bay District Giant Pumpkin Growers","2008 Neptune","1781 Zywiec",328.767118401141,NA,0,"Jack O'Lantern",16,337.083061461491,"light"
"2014-P","977",684.863473644554,"Topini, Giuseppe","Marone","Other","Italy","Campionato dello Zuccone","1490 Cutrupi","Self",315.738626633487,693.636198411029,0,"Dill's Atlantic",16,308.188563140049,"light"
"2015-P","1051",644.21999932412,"Morucci, Davide","Foiano della Chiana","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,305.976403306375,697.441504228984,0,"Wolf",16,289.898999695854,"light"
"2016-P","1049",617.659791466807,"Hoelke, Ryan",NA,"Ontario","Canada","Port Elgin Pumpkinfest (Sunday)",NA,NA,0,0,0,"Dill's Atlantic",16,277.946906160063,"light"
"2018-P","1696",83.4781214732912,"Timm, Brant","Mill Creek","Nova Scotia","Canada","Joe King Memorial Giant Pumpkin Weigh-off",NA,NA,0,0,0,"Early Giant",16,37.565154662981,"light"
"2015-P","1566",219.728941127057,"Dixon, Glenn","Tracadie-Sheila","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.",NA,NA,0,0,0,"Rouge Vif d’Etampes",16,98.8780235071756,"light"
"2019-P","1677",70.1571940115401,"Banman, Helen","North Alton","Nova Scotia","Canada","Joe King Memorial Giant Pumpkin Weigh-off",NA,NA,0,0,0,"Rouge Vif d’Etampes",16,31.570737305193,"light"
"2016-P","793",854.53455596545,"MacQuarrie, Kim","Nokomis","Saskatchewan","Canada","Great White North Pumpkin Weigh-off and Fair",NA,NA,0,0,0,"Wolf",16,384.540550184453,"light"
"2019-P","1626",96.7201297278739,"Miyamoto, Yoji","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Max",16,43.5240583775433,"light"
"2015-P","396",1279.11716476525,"Court, Louise","Millville","Nova Scotia","Canada","AVGVG Glad Gardens","1727 Ansems","1028 Reid",382.428183445032,1102.18183051682,7.89429348189221,"Early Giant",16,575.602724144364,"medium"
"2016-P","EXH",735.047222152689,"Ansems, Fred",NA,"Ontario","Canada","Port Elgin Pumpkinfest","1533 Haist","376 Jarvis",329.374205863552,837.214294640042,0,"Early Giant",16,330.77124996871,"light"
"2013-P","907",526.869088200944,"Winkler, Ray","Carman","Manitoba","Canada","Roland Pumpkin Fair",NA,NA,285.957837795774,577.362430841452,0,"Wolf",16,237.091089690425,"light"
"2015-P","1288",456.966404270673,"Boschi, Valerio","Castelfiorentino","Other","Italy","Festa della zucca di sale",NA,NA,268.875048457357,420.274820587842,8.15013588398965,"Early Giant",16,205.634881921803,"light"
"2021-P","1366",45.2384559392796,"MacKinnon, Max","Stickney","New Brunswick","Canada","Journee de la Citrouille - Edmundston",NA,NA,131.369578162329,53.1867411083651,0,"Rouge Vif d’Etampes",16,20.3573051726758,"light"
"2014-P","592",897.528913503146,"Foresta, Caysen","Roland","Manitoba","Canada","Roland Pumpkin Fair",NA,NA,325.055389016749,869.079223272853,10.5090844451828,"Howden",16,403.888011076416,"light"
"2018-P","1283",428.803583601223,"MumFord, Kate","Smoky Lake","Alberta","Canada","Great White North Pumpkin Weigh-off and Fair",NA,NA,0,0,0,"Early Giant",16,192.96161262055,"light"
"2014-P","1146",482.568818071221,"Team Maggioni",NA,"Other","Italy","Campionato dello Zuccone","952 Bartoli","Open",301.922342254159,728.828400805406,0,"Atlantic Giant",16,217.15596813205,"light"
"2018-P","706",887.312656818299,"Dettweiler, Paul","Port Carling","Ontario","Canada","Wallaceburg Kinsmen","1608 Bryson","self",344.159038001662,NA,0,"Casper",16,399.290695568235,"light"
"2014-P","1728",55.3279700515108,"Kondo, Eiji","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Spirit",16,24.8975865231799,"light"
"2013-P","EXH",735.305084369256,"Rendell, Jody","Pictou Co","Nova Scotia","Canada","Joe King Memorial Giant Pumpkin Weigh-off","1495 STELTS",NA,0,0,0,"Connecticut Field",16,330.887287966165,"light"
"2017-P","DMG",704.656721578383,"Ferraris, Giustino","Dogliani","Piedmont","Italy","Campionato dello Zuccone","1297 Young","1111.5 Berard",314.34195835904,786.946366272146,0,"Rouge Vif d’Etampes",16,317.095524710272,"light"
"2019-P","332",1326.65363675332,"Eyking, Peter","Richmond","British Columbia","Canada","BC Giant Pumpkin Weigh-off","1437 Carley 2018","2363 Holland 2017",396.09483754981,1358.29774115752,0,"Jack O'Lantern",16,596.994136538994,"medium"
"2015-P","1237",501.69578656729,"Chiti, Davide","Foiano della Chiana","Other","Italy","Campionato dello Zuccone","1254 Bartoli","Open",282.227954307711,568.759608292366,0,"Spirit",16,225.763103955281,"light"
"2014-P","1243",458.488659376091,"Budde, Laura","St. Thomas","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off","1386 Nieuwenhoff",NA,0,0,0,"Big Max",16,206.319896719241,"light"
"2019-P","448",1038.81601983227,"Warner, Jeff","Hanover","Ontario","Canada","Bracebridge Agriculture Society Fall Fair","1959 Hunt",NA,357.08930435293,1062.7995840431,3.00934315331204,"Spirit",16,467.467208924524,"medium"
"2016-P","454",1072.5539483978,"MACLELLAN, KEITH","Mill Creek","Nova Scotia","Canada","AVGVG Glad Gardens","1873 Steil","1832 Midthum",364.204985908605,1136.00089029028,2.01277589552607,"Blue Hubbard",16,482.649276779009,"medium"
"2013-P","578",792.346109837621,"Ebbett, Charles","Tilden Lake","Ontario","Canada","Woodbridge Fair GPC Weigh-off","1313 Matesa","1657.6 Bryson",324.180092222046,838.72874765976,0,"Wolf",16,356.555749426929,"light"
"2017-P","791",676.785735100414,"McGill, Noah","Thunder Bay","Ontario","Canada","Prince Edward County Pumpkinfest","1626 Jarius","1512 Buttler",308.250573604156,NA,0,"Big Max",16,304.553580795186,"light"
"2018-P","1665",102.091609275426,"Marshall, M.J","Komoka","Ontario","Canada","Thunder Bay District Giant Pumpkin Growers",NA,NA,0,0,0,"Early Giant",16,45.9412241739416,"light"
"2017-P","841",687.043883284608,"Hase, Hitoshi","Okayama","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Prizewinner",16,309.169747478074,"light"
"2015-P","1223",470.305610210161,"Valagussa, Tonino","Piancamuno","Other","Italy","Campionato dello Zuccone","935 Ferretti","2102 Meier",284.518841040517,563.727758142889,0,"Howden",16,211.637524594573,"light"
"2015-P","188",1287.17999217675,"Mariette, Paulin","Cape Breton","Nova Scotia","Canada","The Great Howard Dill Giant Pumpkin Classic","1641 Clementz","1297 Ansems",415.872373634616,1321.65876350992,0.983299809558316,"Rouge Vif d’Etampes",16,579.230996479537,"medium"
"2020-P","451",1125.71702295047,"Falconer, Trent","Huntsville","Ontario","Canada","Port Elgin Pumpkinfest","2028 Bryson","2114 Wallace",0,0,0,"Casper",16,506.572660327711,"medium"
"2020-P","1155",259.537067221987,"Stefano, Tosi","Pontedera","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,224.426941914572,263.95081504408,2.95247729161844,"Jack O'Lantern",16,116.791680249894,"light"
"2015-P","802",794.785999254327,"Gunby, Aaron","Edmundston","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.","1813 Northrup","1257 Northrup",326.755035462262,819.764454943771,0,"Dill's Atlantic",16,357.653699664447,"light"
"2017-P","1007",510.345270809901,"Roch Mario, Lafond Ruth","Langley","British Columbia","Canada","Terminator","1794.5 Daletas","786 Camparmo",294.94385812308,609.662057788372,0,"Big Max",16,229.655371864456,"light"
"2019-P","698",804.961604878819,"Quatrouillettes, Les","Scarborough","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off","1298 Ried","1694 Hoelke",328.66678481461,862.195291007016,0,"Autumn Gold",16,362.232722195469,"light"
"2020-P","644",785.450021499085,"Chan, Dave","Chattam","Ontario","Canada","Port Elgin Pumpkinfest","2112 Skinner","1933.5 Stelts",307.096335549945,720.16945046108,NA,"Prizewinner",16,353.452509674588,"light"
"2014-P","858",715.826716766885,"Pousseux, Petit","Ayton","Ontario","Canada","Bracebridge Agriculture Society Fall Fair","1791 Hollands","2032 Mathison",317.541867199366,725.451384055435,0,"Cinderella",16,322.122022545098,"light"
"2015-P","268",1297.25969787809,"Giffen, Ralph","Fenelon Falls","Ontario","Canada","Prince Edward County Pumpkinfest","2058 Hawkley","2102 Meier",372.734591587739,1211.14100172822,7.17258633657033,"Autumn Gold",16,583.766864045141,"medium"
"2013-P","1445",136.718462504931,"MacNeil, Donnie MacNeil","Langley","British Columbia","Canada","BC Giant Pumpkin Weigh-off","Unknown",NA,0,0,0,"Howden",16,61.523308127219,"light"
"2014-P","1528",209.433342268208,"Kidd, Lucas","Richmond","British Columbia","Canada","BC Giant Pumpkin Weigh-off","1602 Glasier","Self",203.723895322558,208.749680575384,6.4460370030298,"Cinderella",16,94.2450040206937,"light"
"2015-P","1118",602.655065104436,"Reckhard, Ursel","Erin","Ontario","Canada","Bracebridge Agriculture Society Fall Fair","1753 Bryson","self",0,0,0,"Early Giant",16,271.194779296996,"light"
"2018-P","1046",579.977566221574,"Hoskins, Justin","Warwick Twsp","Ontario","Canada","Port Elgin Pumpkinfest (Sunday)",NA,NA,0,0,0,"Atlantic Giant",16,260.989904799708,"light"
"2014-P","1059",565.112878883979,"JOHNSTON, ART","Maryhill","Ontario","Canada","Prince Edward County Pumpkinfest","980.5 Vincent 13","1813 Northrup",289.778407661849,534.557596380743,4.20817757653012,"Big Max",16,254.30079549779,"light"
"2017-P","381",1214.63638597392,"Golden, Jimmy","Acton","Ontario","Canada","Port Elgin Pumpkinfest","1512 Butler","1354 Jarvis",398.069327305039,1258.58153282094,0,"Big Moose",16,546.586373688263,"medium"
"2013-P","1140",353.65516524471,"Colzani, Enrico","S.Marco d'Alunzio","Other","Italy","Pesa la Zucca! Foiano",NA,NA,244.356815396536,304.745752955964,15.8936100233307,"Spirit",16,159.14482436012,"light"
"2015-P","827",804.888064518019,"Martel Junior, Colbert Marie","Arthur","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off",NA,"1561 Reeb",328.05576513991,855.387292707343,0,"Jack O'Lantern",16,362.199629033108,"light"
"2021-P","EXH",51.3680677849934,"Cleave, Brian","Steam Mill","Nova Scotia","Canada","Joe King Memorial Giant Pumpkin Weigh-off",NA,NA,125.897359136915,49.7745710182535,0,"Autumn Gold",16,23.115630503247,"light"
"2020-P","583",849.750275842568,"Diamrio, Ercole","Kentville","Nova Scotia","Canada","Annapolis Valley Giant Vegetable Growers","981 Fk.Ansems",NA,0,0,0,"Atlantic Giant",16,382.387624129156,"light"
"2013-P","174",1226.83345081584,"Huffman, Glen","Becancour","Quebec","Canada","Port Elgin Pumpkinfest","1789 Wallace","1596 Werner",387.280769842906,1407.74443056344,0,"Connecticut Field",16,552.075052867128,"medium"
"2015-P","1764",77.0132764438227,"Yada, Tsunehisa","Kisomisaki","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Wolf",16,34.6559743997202,"light"
"2013-P","1298",237.355817223084,"Banman, Marge","Simcoe","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off",NA,NA,201.890254509422,207.538612089652,14.0766788220786,"Prizewinner",16,106.810117750388,"light"
"2021-P","EXH",1005.97921217599,"Bartoli, Fabio e Gabriele","Foiano della Chiana","Tuscany","Italy","Campionato dello Zuccone","2350 Gienger","2552 Mendi",371.28248342402,1104.83260406598,0,"Howden",16,452.690645479194,"medium"
"2018-P","774",763.016796826323,"Ansems, Catharina","Martintown","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off","1718 Kline","1278 Crews",304.058393240905,625.417828575008,25.4923327105638,"Wolf",16,343.357558571845,"light"
"2019-P","1729",14.4287301993346,"Sabean, Shaun","Stoney Creek","Ontario","Canada","Thunder Bay District Giant Pumpkin Growers",NA,NA,NA,0,0,"Atlantic Giant",16,6.49292858970055,"light"
"2014-P","889",676.277591910149,"Alix, Julie","Roland","Manitoba","Canada","Roland Pumpkin Fair","Breznick 1313","self",330.155911577069,857.105194221536,0,"Cinderella",16,304.324916359567,"light"
"2017-P","836",714.525297006871,"Head, Ray","Port Carling","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off","1350.5 Dettweiler","1803 Hoelke",318.449845407285,756.086145758205,0,"Atlantic Giant",16,321.536383653092,"light"
"2013-P","480",880.308513197184,"Giffen, Joseph",NA,"Nova Scotia","Canada","AVGVG Glad Gardens","1149 Reid","2009 Wallace",353.700133002257,1023.00401957745,0,"Connecticut Field",16,396.138830938733,"light"
"2014-P","1562",191.24713011298,"Forresta, Kayler","Langley","British Columbia","Canada","BC Giant Pumpkin Weigh-off","unknown","open",211.26970718868,225.108088149451,0,"Howden",16,86.0612085508409,"light"
"2014-P","1576",184.738038592884,"Fujiwara, Norihisa","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Atlantic Giant",16,83.1321173667979,"light"
"2016-P","1163",487.565962481903,"Bilinsky, George","Canning","Nova Scotia","Canada","The Great Howard Dill Giant Pumpkin Classic",NA,NA,0,0,0,"Atlantic Giant",16,219.404683116856,"light"
"2017-P","EXH",268.920230050834,"Turner, Sean","Berwick","Nova Scotia","Canada","AVGVG Glad Gardens","Frank Ansems 1160 (2016)","Self",219.055796916916,260.87465696888,0,"Spirit",16,121.014103522875,"light"
"2015-P","353",1262.27678364378,"LeBlanc, Louise","Canning","Nova Scotia","Canada","AVGVG Glad Gardens","1028 Reid","1220 Ansems",360.772841567245,1185.87483282795,1.01277217100978,"Champion",16,568.024552639701,"medium"
"2015-P","1478",351.772128725817,"Head, Ray","Abbotsford","British Columbia","Canada","BC Giant Pumpkin Weigh-off","1040 Chan","self",240.913705833269,324.603873785319,3.0284103669629,"Prizewinner",16,158.297457926618,"light"
"2015-P","807",838.179652487617,"Reimer, Sarah","Lac du Bonnet","Manitoba","Canada","Roland Pumpkin Fair","Dettweiler","Hoelke & Banman 2014",371.478308684756,963.078309754244,0,"Connecticut Field",16,377.180843619428,"light"
"2016-P","EXH",1066.61135180793,"Andrea + Glenn","Ilderton","Ontario","Canada","Huglis Blueberry Ranch","1518 kline","1132 cheam",395.335739300704,1330.70680563968,0,"Casper",16,479.97510831357,"medium"
"2015-P","863",872.166799790718,"Northrup, Bill & Dawn","Windsor","Nova Scotia","Canada","Joe King Memorial Giant Pumpkin Weigh-off",NA,NA,0,0,0,"Prizewinner",16,392.475059905823,"light"
"2013-P","238",1098.39669419318,"MacNeil, Lois","Scarborough","Ontario","Canada","Prince Edward County Pumpkinfest","1778 Daletas","Self",341.105219500902,994.00648868148,14.5576621297193,"Jack O'Lantern",16,494.27851238693,"medium"
"2019-P","658",894.520960771443,"Klages, Gary","Kentville","Nova Scotia","Canada","The Great Howard Dill Giant Pumpkin Classic","1331.5 Shaw","2098 Lancaster",0,0,0,"Atlantic Giant",16,402.53443234715,"light"
"2017-P","1383",254.979077764421,"Beaudin, Ray",NA,"Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Dill's Atlantic",16,114.740584993989,"light"
"2014-P","195",1379.71834349823,"Veitch, Jennifer","Scarborough","Ontario","Canada","Prince Edward County Pumpkinfest","1985 Miller","1789 Wallace",425.638874743729,1433.26626087594,0,"Autumn Gold",16,620.873254574205,"medium"
"2014-P","530",1033.12068944833,"Hain, Fred","Landmark","Manitoba","Canada","Roland Pumpkin Fair","Johnston 2013","McAvity/Banman 1242.5",362.754370788117,1136.00474537606,0,"Spirit",16,464.90431025175,"medium"
"2017-P","1087",478.743704382706,"Takahashi, Masahiro","Ayagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",16,215.434666972218,"light"
"2016-P","EXH",1162.65805142236,"Castelli, Carlo","Novellara","Emilia-Romagna","Italy","Pesa la Zucca! Foiano",NA,NA,393.088075900105,1388.77696195795,0,"Dill's Atlantic",16,523.196123140062,"medium"
"2015-P","193",1379.44710103051,"Hill, Ron","Richmond","British Columbia","Canada","BC Giant Pumpkin Weigh-off","1177 Carley","2096 Meier",442.922533971055,1263.50954335958,4.97734196530362,"Connecticut Field",16,620.751195463731,"medium"
"2016-P","1185",471.490800759631,"JESPERSEN, MARK","Maryhill","Ontario","Canada","Bracebridge Agriculture Society Fall Fair","1059 Vincent-McGill 09","1317 Clements",0,0,0,"Early Giant",16,212.170860341834,"light"
"2015-P","532",1018.93905800427,"Cheam, Glenn","Cayuga","Ontario","Canada","Port Elgin Pumpkinfest","1217.8 Lloyd","1946.5 clementz",0,0,0,"Big Moose",16,458.522576101921,"medium"
"2019-P","535",1005.60297973275,"McQuay, Dave","North Alton","Nova Scotia","Canada","AVGVG Glad Gardens","1684 Crew","1789 Patton",355.127499110385,1044.21234219251,0,"Connecticut Field",16,452.521340879736,"medium"
"2014-P","1006",604.009492831195,"Plourde, Richard","St. Thomas","Ontario","Canada","Prince Edward County Pumpkinfest","513.5 Vincent","Open",310.958129312504,649.433272004033,0,"Early Giant",16,271.804271774038,"light"
"2017-P","689",843.537482935524,"Boioni, Emidio",NA,"Lombardy","Italy","Sfida degli Zucconi della Brianza","2004 Vander Wielen","1333 Garofano",338.163781060895,845.394119192791,0,"Prizewinner",16,379.591867320986,"light"
"2019-P","1518",160.343340787001,"Nieuwenhoff, John","Becancour","Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Big Max",16,72.1545033541506,"light"
"2018-P","1583",170.139442339599,"Ansems, Shirley","Shawville","Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Champion",16,76.5627490528195,"light"
"2015-P","336",1289.12685612466,"Morin, Mario","Tracadie","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.","1916 Barron","1738 Barron",395.962483353521,1172.16970804403,5.9479651933469,"Big Max",16,580.107085256096,"medium"
"2016-P","685",824.830564012178,"Ville de Becancour","Martin Town","Ontario","Canada","Bracebridge Agriculture Society Fall Fair","2230 Wallace 15","2059 Daletas 15",340.937318962083,855.918483721878,0,"Rouge Vif d’Etampes",16,371.17375380548,"light"
"2016-P","692",944.443833881357,"Cheam, Glenn","Englehart","Ontario","Canada","Prince Edward County Pumpkinfest","748 Langridge",NA,347.977232101064,897.386790359922,2.94230896101273,"Atlantic Giant",16,424.999725246611,"light"
"2020-P","1071",374.722619525586,"Ansems, Andrew","Roland","Manitoba","Canada","Roland Pumpkin Fair","1514.5 Bryson","1687 Warner",257.515370464004,387.590042483613,0,"Wolf",16,168.625178786514,"light"
"2014-P","1178",454.696103416906,"Leslie, Ken","Tracadie-Sheila","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.",NA,NA,255.621187364614,405.798700092887,10.3873396797981,"Autumn Gold",16,204.613246537608,"light"
"2017-P","989",538.177440505273,"Moretti, Sergio","Calcio","Lombardy","Italy","Sfida degli Zucconi della Brianza","1790,5 Wallace","Open",286.779275156533,516.598585318782,3.08374771682651,"Champion",16,242.179848227373,"light"
"2017-P","228",1316.50566002573,"Foresta, Caysen","ST THOMAS","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off","1803 Hoelke","1539 Johnston",400.688017575457,1270.6758317507,6.35867253978797,"Jack O'Lantern",16,592.427547011579,"medium"
"2019-P","1260",305.947727231119,"Kapelari, John","Surrey","British Columbia","Canada","Washington State Fair","573 Camparmo","Open",224.092643696404,282.417441977292,14.192428322065,"Cinderella",16,137.676477254004,"light"
"2013-P","598",728.377112650116,"Ninja, Thomas","Carman","Manitoba","Canada","Roland Pumpkin Fair","1242 Banman","1379 Banman",323.456378704252,721.353695269642,0,"Blue Hubbard",16,327.769700692552,"light"
"2013-P","1103",336.397722358322,"Hain, Fred","Tracadie-Sheila","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.",NA,NA,247.390697573043,346.177406050327,0,"Early Giant",16,151.378975061245,"light"
"2013-P","729",664.756496485281,"Clement, Dan","Sussex","New Brunswick","Canada","Journee de la Citrouille - Edmundston",NA,NA,307.300906642404,628.428759143447,9.59627908726794,"Big Moose",16,299.140423418377,"light"
"2018-P","1724",53.2137004684561,"Shimizu, Takenori","Hokuto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",16,23.9461652108052,"light"
"2013-P","97",1371.21288423472,"Scali, Guido","Castiglion Fiorentino","Tuscany","Italy","Campionato dello Zuccone","1420 Cutrupi","1789 Wallace",394.378406298654,1298.30286195831,8.68606193589912,"Prizewinner",16,617.045797905624,"medium"
"2018-P","1283",409.911497962498,"Lyons, Chris","HARDISTY","Alberta","Canada","Great White North Pumpkin Weigh-off and Fair",NA,NA,0,0,0,"Rouge Vif d’Etampes",16,184.460174083124,"light"
"2013-P","1190",316.817207668616,"Losier, Laurentienne","Gentilly","Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Early Giant",16,142.567743450877,"light"
"2018-P","648",939.958640366834,"Carley, Scott","Blenheim","Ontario","Canada","Thunder Bay District Giant Pumpkin Growers",NA,NA,367.576593126182,999.036367321474,0,"Big Moose",16,422.981388165075,"light"
"2013-P","642",746.874875803667,"Diamrio, Ercole","Lloydminster","Alberta","Canada","Great White North Pumpkin Weigh-off and Fair","1008/2112","1008/2013",319.765900384728,747.097191702726,NA,"Big Max",16,336.09369411165,"light"
"2020-P","609",908.144331454708,"Morais, Marie Michelle","Napanee","Ontario","Canada","Port Elgin Pumpkinfest","1408 Kline","Self",340.590048462838,846.596797140148,3.96410762330245,"Dill's Atlantic",16,408.664949154619,"light"
"2021-P","769",614.705223204942,"Downton, Lisa","Langley","British Columbia","Canada","BC Giant Pumpkin Weigh-off","1985 Miller","Open",315.905120580045,652.070811568917,0,"Big Moose",16,276.617350442224,"light"
"2015-P","468",1093.96218592518,"Ghirardelli, Elisabetta",NA,"Lombardy","Italy","Festa della zucca di sale",NA,NA,360.869035818543,NA,6.85563823705495,"Big Max",16,492.282983666329,"medium"
"2019-P","1145",413.146611586512,"Mazerolle, Patrice","Port Elgin","Ontario","Canada","Port Elgin Pumpkinfest",NA,NA,0,0,0,"Atlantic Giant",16,185.91597521393,"light"
"2016-P","918",670.934236197418,"Nagai, Tominaga","Marugame","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Jack O'Lantern",16,301.920406288838,"light"
"2018-P","239",1311.45550232542,"Eyking, Peter","Langley","British Columbia","Canada","Terminator","1043 Chan","2008 Neptune",417.7659750833,NA,0,"Prizewinner",16,590.154976046438,"medium"
"2018-P","339",1308.50828104322,"Black, Mike","Port Elgin","Ontario","Canada","Prince Edward County Pumpkinfest","1371 Kyle","1423 kyle",406.079900470483,1411.95590823194,0,"Early Giant",16,588.828726469448,"medium"
"2021-P","340",1256.62078022749,"MacDonald, Daina","Edmundston","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.","1058 Losier","1547 Tingley",372.999302097977,1270.11430793767,0,"Wolf",16,565.479351102372,"medium"
"2014-P","EXH",1309.17822224619,"Bryson, Jim & Kelsey","Ormstown","Quebec","Canada","Potirothon de Gentilly","1495 Stelts 2010","1634 Werner 2010",409.060003400778,1333.58660713442,1.03260126792124,"Rouge Vif d’Etampes",16,589.130200010786,"medium"
"2019-P","EXH",274.991495389551,"Liberatori, Lido","Bucine","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,230.805430714244,302.022994986877,0,"Champion",16,123.746172925298,"light"
"2020-P","194",1444.88450019283,"Montgomery, Greg","Port Elgin","Ontario","Canada","Port Elgin Pumpkinfest",NA,NA,0,0,0,"Champion",16,650.198025086774,"medium"
"2019-P","1701",48.4421863939085,"Yada, Tsunehisa","Kobe","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Rouge Vif d’Etampes",16,21.7989838772588,"light"
"2020-P","1111",325.312054750141,"Chiatti, Carla","Castelfiorentio","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,236.948931541496,339.277776789982,0,"Wolf",16,146.390424637563,"light"
"2021-P","640",896.300557538502,"Marshall, Curtis","Dartmouth","Nova Scotia","Canada","Annapolis Valley Giant Vegetable Growers","1218 Zwicker","1218 Zwicker",328.621204212001,825.553208700231,8.78085837280991,"Spirit",16,403.335250892326,"light"
"2013-P","1506",69.1880084766625,"Gregori, Stefano","Siena","Other","Italy","Pesa la Zucca! Foiano",NA,NA,147.981497817851,90.3779015419452,0,"Atlantic Giant",16,31.1346038144981,"light"
"2016-P","1249",396.295342224263,"Northrup, Bill & Dawn","Woodstock","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.",NA,NA,101.749121847606,42.141164083132,NA,"Dill's Atlantic",16,178.332904000918,"light"
"2013-P","377",995.665933349882,"Kline, Todd","Tracadie-Sheila","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.","1008 Ebbett","1674 Marsh",377.64685044731,934.912290704296,4.8739709299772,"Big Moose",16,448.049670007447,"light"
"2014-P","1674",105.609172556094,"Salvagni, Augusto","Caserta","Other","Italy","Pesa la Zucca! Foiano",NA,NA,181.386457228051,143.758923213128,0,"Big Moose",16,47.5241276502423,"light"
"2017-P","972",643.723011531728,"Ansems, Frank","Tracadie","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.",NA,NA,333.392401508792,675.79644087414,0,"Atlantic Giant",16,289.675355189278,"light"
"2020-P","1312",102.945454186971,"Priess, Andreas","Millville","Nova Scotia","Canada","Joe King Memorial Giant Pumpkin Weigh-off",NA,NA,0,0,0,"Howden",16,46.3254543841368,"light"
"2017-P","853",693.470704485081,"Hirabayashi, Kazuya","Hara","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Spirit",16,312.061817018287,"light"
"2018-P","331",1331.28822359042,"Vincent, Mcgill","Murillo","Ontario","Canada","Port Elgin Pumpkinfest (Sunday)","1584 Lyons","1608 Bryson",393.712654072652,1256.54399809824,2.00230811681997,"Casper",16,599.079700615688,"medium"
"2020-P","902",582.006420863874,"Group, Shozugunseikatukenkyu Group","Hokuto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Wolf",16,261.902889388743,"light"
"2015-P","638",1032.3542668046,"Reid, Valerie","Edmundston","New Brunswick","Canada","Journee de la Citrouille - Edmundston","1052 Whitter-Benson","self",381.034648015175,1080.59675566561,0,"Early Giant",16,464.559420062072,"medium"
"2019-P","399",1134.75202312181,"Sproule, Harley","Winkler","Manitoba","Canada","Roland Pumpkin Fair",NA,NA,0,0,0,"Connecticut Field",16,510.638410404814,"medium"
